Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName,MatchedStation,id
2018,,Federal,NRSC MCSALLY FOR SENATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US Senate/NRSC MCSALLY FOR SENATE,Senate,KPHO-TV,Republican,MCSALLY,McSally for Senate,KASW,44
2018,,Federal,MCSALLY FOR SENATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US Senate/MCSALLY FOR SENATE,Senate,KPHO-TV,,MCSALLY,McSally for Senate,KASW,44
2018,AZ 07,Federal,RUBEN GALLEGO US CONGRESS AZ-07,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 07,House,KPHO-TV,,RUBEN GALLEGO  07,GallegoDemocratCongress,KNXV-TV,25
2018,AZ 09,Federal,GREG STANTON - US CONGRESS AZ-09,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 09,House,KPHO-TV,,GREG STANTON    09,Greg Stanton for Congress,KASW,28
2018,AZ 09,Federal,STEVE FERRARA - US CONGRESS AS-09,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 09,House,KPHO-TV,,STEVE FERRARA   AS 09,STEVE FERRARA FOR CONGRESS AZ 09,KPHO-TV,53
2018,AZ 01,Federal,TIFFANY SHEDD FOR US CONGRESS AS-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 01,House,KPHO-TV,,TIFFANY SHEDD  AS 1,TIFFANY SHEDD FOR US CONGRESS AS-1,KPHO-TV,58
2018,AZ 01,Federal,WENDY ROGERS FOR US CONGRESS AZ-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 01,House,KPHO-TV,,WENDY ROGERS   1,WENDY ROGERS FOR US CONGRESS AZ-1,KPHO-TV,64
2018,AZ 01,Federal,DCCC T OHALLERAN FOR US CONGRESS AZ-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 01,House,KPHO-TV,Democrat,T OHALLERAN   1,DCCC T OHALLERAN AZ-1,KASW,57
2018,AZ 01,Federal,T OHALLERAN FOR US CONGRESS AZ-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 01,House,KPHO-TV,,T OHALLERAN   1,DCCC T OHALLERAN AZ-1,KASW,57
2018,AZ 08,Federal,DEBBIE LESKO R CONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 08,House,KPHO-TV,Republican,DEBBIE LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,AZ 08,Federal,LESKO FOR CONGRESS-AZ REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 08,House,KPHO-TV,Republican,LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,AZ 08,Federal,HIRAL TIPIRNENI DCONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 08,House,KPHO-TV,,HIRAL TIPIRNENI D,HIRAL TIPRNENI DCONGRESS,KPHO-TV,29
2018,AZ 08,Federal,DEBBIE LESKO NRCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Federal/US House/AZ 08,House,KPHO-TV,Republican,DEBBIE LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,,Non-Candidate Issue Ads,DSCC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC IE,Senate,KPHO-TV,Democrat,DSCC,DSCC,KASW,17
2018,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KPHO-TV,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association,KASW,52
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD-VOTE VETS ACTION FUND,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD-VOTE VETS ACTION FUND,,KPHO-TV,,MAJORITY FORWARD VOTE VETS ACTION FUND,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KPHO-TV,,DEFEND ARIZONA,Defend AZ,KASW,19
2018,,Non-Candidate Issue Ads,TAX MARCH,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KPHO-TV,,TAX MARCH,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,RED AND GOLD,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KPHO-TV,,RED AND GOLD,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,WORKING FAMLIES PARTY IC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMLIES PARTY IC,,KPHO-TV,,WORKING FAMLIES PARTY IC,Working Families Party IE,KNXV-TV,67
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KPHO-TV,,PATRIOT MAJORITY USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,SENATE MAJORITY PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/SENATE MAJORITY PAC,Senate,KPHO-TV,,SENATE MAJORITY PAC,Senate Majority,KASW,55
2018,,Non-Candidate Issue Ads,ARIZONA FOR FREEDOM,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ARIZONA FOR FREEDOM,,KPHO-TV,,ARIZONA FOR FREEDOM,Arizona for Freedom,KNXV-TV,9
2018,,Non-Candidate Issue Ads,ARIZONA EDUCATION PROJECT,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ARIZONA EDUCATION PROJECT,,KPHO-TV,,ARIZONA EDUCATION PROJECT,ARIZONA EDUCATION PROJECT,KPHO-TV,3
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KPHO-TV,,MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,ONE NATION,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KPHO-TV,,ONE NATION,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,AFSCME PEOPLE AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME PEOPLE AZ,,KPHO-TV,,AFSCME PEOPLE ARIZONA,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KPHO-TV,,MAJORITY FORWARD VOTE VETS PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KPHO-TV,,US CHAMBER OF COMMERCE,US Chamber of Commerce,KNXV-TV,62
2018,,Non-Candidate Issue Ads,DAGA PEOPLES LAWYER PROJECT,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DAGA PEOPLES LAWYER PROJECT,Attorney General,KPHO-TV,Democrat,Democratic Attorneys General Association  PEOPLES LAWYER PROJECT,DAGA Peoples Lawyers Project,KNXV-TV,20
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,House,KPHO-TV,,HOUSE MAJORITY PAC,House Majority,KASW,31
2018,,Non-Candidate Issue Ads,ACLU,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ACLU,,KPHO-TV,,American Civil Liberties Union,ACLU AZ,KNXV-TV,4
2018,,Non-Candidate Issue Ads,DCCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KPHO-TV,Democrat,Democratic Congressional Campaign Committee,DCCC,KASW,21
2018,,Non-Candidate Issue Ads,45 COMMITTEE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/45 COMMITTEE,,KPHO-TV,,45 COMMITTEE,45 Committe PAC,KASW,1
2018,,Non-Candidate Issue Ads,NRCC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KPHO-TV,Republican,NRCC IE,NRCC IE,KNXV-TV,45
2018,,Non-Candidate Issue Ads,ARIZONA REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ARIZONA REPUBLICAN PARTY,,KPHO-TV,Republican,ARIZONA REPUBLICAN PARTY,Arizona Republican Party,KASW,8
2018,,Non-Candidate Issue Ads,NRSC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KPHO-TV,Republican,NRSC,NRSC,KASW,47
2018,,State,MARK MANOIL FOR AZ TREASURER D,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/MARK MANOIL FOR AZ TREASURER D,State Treasurer,KPHO-TV,,MARK MANOIL    D,Manoil Democrat State Treasurer - PRIMARY ELECTION,KNXV-TV,42
2018,,State,DAVID GARCIA FOR GOVERNOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/DAVID GARCIA FOR GOVERNOR,Governor,KPHO-TV,,DAVID GARCIA,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,State,D DUCEY AZRP,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/D DUCEY AZRP,,KPHO-TV,Republican,D DUCEY,D DUCEY AZRP,KASW,16
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,Secretary of State,KPHO-TV,Democrat,KATIE HOBBS,Katie Hobbs for Secretary of State,KASW,36
2018,,State,STEVE FARLEY FOR GOVERNOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/STEVE FARLEY FOR GOVERNOR,Governor,KPHO-TV,,STEVE FARLEY,Farley for Governor - PRIMARY ELECTION,KNXV-TV,22
2018,,State,STEVE GAYNOR FOR AZ SECRETARY STATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/STEVE GAYNOR FOR AZ SECRETARY STATE,,KPHO-TV,,STEVE GAYNOR,Gaynor for AZ Secretary of State - GENERAL ELECTION,KNXV-TV,27
2018,,State,DANIEL VALENZUELA FOR PHOENIX,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/DANIEL VALENZUELA FOR PHOENIX,,KPHO-TV,,DANIEL VALENZUELA,Valenzuela Democrat Mayor,KNXV-TV,63
2018,,State,K GALLEGO FOR PHOENIX MAYOR D,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/K GALLEGO FOR PHOENIX MAYOR D,Mayor,KPHO-TV,,K GALLEGO    D,Gallego for Mayor,KASW,24
2018,,State,AZ DEM PARTY JANUARY CONTRERAS FOR AG,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS FOR AG,Attorney General,KPHO-TV,Democrat,JANUARY CONTRERAS,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION,KNXV-TV,15
2018,,State,AZ REPUBLICAN PARTY FOR MARK BRNOVICH ATT GEN,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/AZ REPUBLICAN PARTY FOR MARK BRNOVICH ATT GEN,,KPHO-TV,Republican,MARK BRNOVICH ATTORNEY GEN,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,AZ DEM ON BEHALF OF KATIE HOBBS AZ SEC OF STATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/AZ DEM ON BEHALF OF KATIE HOBBS AZ SEC OF STATE,Secretary of State,KPHO-TV,Democrat,IC ON  KATIE HOBBS,Katie Hobbs for Secretary of State,KASW,36
2018,,State,D DUCEY R GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/D DUCEY R GOV AZ,Governor,KPHO-TV,Republican,D DUCEY,D DUCEY AZRP,KASW,16
2018,,State,KATHY HOFFMAN FOR SUPERINTENDENT,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/KATHY HOFFMAN FOR SUPERINTENDENT,Superintendent of Public Instruction,KPHO-TV,,KATHY HOFFMAN,Hoffman Democrat State Superintendent - GENERAL ELECTION,KNXV-TV,30
2018,,State,MARK BRNOVICH FOR AZ ATTORNEY GENERAL,/home/andrew/Documents/PredictiveModeling/TV/stations/KPHO-TV/Political Files/2018/State/MARK BRNOVICH FOR AZ ATTORNEY GENERAL,Attorney General,KPHO-TV,,MARK BRNOVICH,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,Federal,DSCC - Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,Senate,KSAZ-TV,Democrat,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KSAZ-TV,,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,NRSC - McSally For US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US Senate/NRSC - McSally For US Senate,Senate,KSAZ-TV,Republican,McSally,McSally for Senate,KASW,44
2018,,Federal,McSally for US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US Senate/McSally for US Senate,Senate,KSAZ-TV,,McSally,McSally for Senate,KASW,44
2018,,Federal,DCCC - Tom OHalleran For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress,House,KSAZ-TV,Democrat,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,Ruben Gallego -- Dem - District 7,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Ruben Gallego -- Dem - District 7,,KSAZ-TV,Democrat,Ruben Gallego    IC   District 7,GallegoDemocratCongress,KNXV-TV,25
2018,,Federal,Tiffany Shedd -- Rep - District 1,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Tiffany Shedd -- Rep - District 1,,KSAZ-TV,Republican,Tiffany Shedd       District 1,TIFFANY SHEDD FOR US CONGRESS AS-1,KPHO-TV,58
2018,,Federal,Greg Stanton -- Dem - District 9,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Greg Stanton -- Dem - District 9,,KSAZ-TV,Democrat,Greg Stanton    IC   District 9,Greg Stanton for Congress,KASW,28
2018,,Federal,Tom OHalleran -- Dem - District 1,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Tom OHalleran -- Dem - District 1,,KSAZ-TV,Democrat,Tom OHalleran    IC   District 1,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,Hiral Tipirneni,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Hiral Tipirneni,,KSAZ-TV,,Hiral Tipirneni,HIRAL TIPRNENI DCONGRESS,KPHO-TV,29
2018,,Federal,NRCC Lesko For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/NRCC Lesko For Congress,House,KSAZ-TV,Republican,Lesko,NRCC Lesko for Congress,KNXV-TV,39
2018,,Federal,Wendy Rogers for Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Wendy Rogers for Congress,House,KSAZ-TV,,Wendy Rogers,WENDY ROGERS FOR US CONGRESS AZ-1,KPHO-TV,64
2018,,Federal,Steve Ferrara -- Rep - District 9,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Federal/US House/Steve Ferrara -- Rep - District 9,,KSAZ-TV,Republican,Steve Ferrara       District 9,STEVE FERRARA FOR CONGRESS AZ 09,KPHO-TV,53
2018,,State,Kate Gallego For Phoenix - Mayor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Local/Kate Gallego For Phoenix - Mayor,Mayor,KSAZ-TV,,Kate Gallego,Gallego for Mayor,KASW,24
2018,,State,Daniel Valenzuela for Phoenix Mayor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Local/Daniel Valenzuela for Phoenix Mayor,Mayor,KSAZ-TV,,Daniel Valenzuela,Valenzuela Democrat Mayor,KNXV-TV,63
2018,,Non-Candidate Issue Ads,45 Committee,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KSAZ-TV,,45 Committee,45 Committe PAC,KASW,1
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KSAZ-TV,,Majority Forward  Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,AFSCME People,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KSAZ-TV,,AFSCME People,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,TAX MARCH,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KSAZ-TV,,TAX MARCH,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KSAZ-TV,,US Chamber of Commerce,US Chamber of Commerce,KNXV-TV,62
2018,,Non-Candidate Issue Ads,Arizona Republican Party -  AZGOP,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Republican Party -  AZGOP,,KSAZ-TV,Republican,Arizona Republican Party    ARIZONAGOP,Arizona Republican Party,KASW,8
2018,,Non-Candidate Issue Ads,Tom Steyer Issue Campaign,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer Issue Campaign,,KSAZ-TV,,Tom Steyer Issue Campaign,Tom Steyer Issue Campaign,KSAZ-TV,61
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KSAZ-TV,,PATRIOT MAJORITY USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,Working Families Party IE Committee,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE Committee,,KSAZ-TV,,Working Families Party Committee,Working Families Party IE,KNXV-TV,67
2018,,Non-Candidate Issue Ads,Arizona Education Project,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Project,,KSAZ-TV,,Arizona Education Project,ARIZONA EDUCATION PROJECT,KPHO-TV,3
2018,,Non-Candidate Issue Ads,DAGA Peoples Lawyer Project,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DAGA Peoples Lawyer Project,Attorney General,KSAZ-TV,Democrat,Democratic Attorneys General Association  Peoples Lawyer Project,DAGA Peoples Lawyers Project,KNXV-TV,20
2018,,Non-Candidate Issue Ads,NRSC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KSAZ-TV,Republican,NRSC IE,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,Clean Energy For A Hlthy AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Clean Energy For A Hlthy AZ,,KSAZ-TV,,Clean Energy For A Hlthy ARIZONA,Clean Energy for a Healthy Arizona,KASW,14
2018,,Non-Candidate Issue Ads,One Nation,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KSAZ-TV,,One Nation,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,Red and Gold,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KSAZ-TV,,Red and Gold,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KSAZ-TV,,Arizona For Freedom,Arizona for Freedom,KNXV-TV,9
2018,,Non-Candidate Issue Ads,NRSC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KSAZ-TV,Republican,NRSC,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,RGA - Republican Governors Association,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/RGA - Republican Governors Association,Governor,KSAZ-TV,Republican,Republican Governors Association   Republican Governors Association,Republican Governors Association,KASW,52
2018,,Non-Candidate Issue Ads,Arizona Education Association,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KSAZ-TV,,Arizona Education Association,Arizona Education Association,KNXV-TV,7
2018,,Non-Candidate Issue Ads,Arizonans For Affordable Electricity,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Arizonans For Affordable Electricity,,KSAZ-TV,,Arizonans For Affordable Electricity,Arizonans for Affordable Electricity,KASW,10
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KSAZ-TV,,Vote Vets Action Fund   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KSAZ-TV,,Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Citizens for Fair Tax Policy,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Citizens for Fair Tax Policy,,KSAZ-TV,,Citizens for Fair Tax Policy,Citizens for Fair Tax Policy - GENERAL,KNXV-TV,13
2018,,Non-Candidate Issue Ads,DCCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KSAZ-TV,Democrat,Democratic Congressional Campaign Committee,DCCC,KASW,21
2018,,Non-Candidate Issue Ads,Defend Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Defend Arizona,,KSAZ-TV,,Defend Arizona,Defend AZ,KASW,19
2018,,Non-Candidate Issue Ads,House Majority PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/House Majority PAC,House,KSAZ-TV,,House Majority PAC,House Majority,KASW,31
2018,,Non-Candidate Issue Ads,DSCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/DSCC,Senate,KSAZ-TV,Democrat,DSCC,DSCC,KASW,17
2018,,Non-Candidate Issue Ads,NRCC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KSAZ-TV,Republican,NRCC IE,NRCC IE,KNXV-TV,45
2018,,State,Steve Gaynor for AZ SOS,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Steve Gaynor for AZ SOS,Secretary of State,KSAZ-TV,,Steve Gaynor,Gaynor for AZ Secretary of State - GENERAL ELECTION,KNXV-TV,27
2018,,State,Kate Gallego for Phoenix Mayor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Kate Gallego for Phoenix Mayor,Mayor,KSAZ-TV,,Kate Gallego,Gallego for Mayor,KASW,24
