Cycle,District,Jurisdiction,Name,Path,Race,Station,Party,NameSimpl,MatchedName,MatchedStation,id
2018,,State,Doug Ducey for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Doug Ducey for Governor,Governor,KSAZ-TV,,Doug Ducey,D DUCEY AZRP,KASW,16
2018,,State,David Garcia for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/David Garcia for Governor,Governor,KSAZ-TV,,David Garcia,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,State,AZ Republican Prty - D Ducey For Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/AZ Republican Prty - D Ducey For Governor,Governor,KSAZ-TV,Republican,Ducey,D DUCEY AZRP,KASW,16
2018,,State,Kathy Hoffman for Superintendent of Public Education,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Kathy Hoffman for Superintendent of Public Education,Superintendent of Public Instruction,KSAZ-TV,,Kathy Hoffman,Hoffman Democrat State Superintendent - GENERAL ELECTION,KNXV-TV,30
2018,,State,Mark Brnovich for Attorney General,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Mark Brnovich for Attorney General,Attorney General,KSAZ-TV,,Mark Brnovich,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,AZ Republican party - Mark Brnovich for Attorney General,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/AZ Republican party - Mark Brnovich for Attorney General,Attorney General,KSAZ-TV,Republican,Mark Brnovich,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,Katie Hobbs for Secretary of State,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Katie Hobbs for Secretary of State,Secretary of State,KSAZ-TV,,Katie Hobbs,Katie Hobbs for Secretary of State,KASW,36
2018,,State,AZ Democratic Prty Behalf of K Hobbs,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/AZ Democratic Prty Behalf of K Hobbs,,KSAZ-TV,Democrat,K Hobbs,Katie Hobbs for Secretary of State,KASW,36
2018,,State,CHISPA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/CHISPA AZ PAC,,KSAZ-TV,,CHISPA  PAC,CHISPA AZ PAC,KSAZ-TV,11
2018,,State,Steve Farley for Governor,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/Steve Farley for Governor,Governor,KSAZ-TV,,Steve Farley,Farley for Governor - PRIMARY ELECTION,KNXV-TV,22
2018,,State,AZ Dem Party auth January for AG,/home/andrew/Documents/PredictiveModeling/TV/stations/KSAZ-TV/Political Files/2018/State/AZ Dem Party auth January for AG,Attorney General,KSAZ-TV,Democrat,January,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION,KNXV-TV,15
2018,,Federal,SINEMA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Federal/US Senate/SINEMA,,KTAZ,,SINEMA,Kyrsten Sinema,KASW,37
2018,,Non-Candidate Issue Ads,PFAW,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW,,KTAZ,,People for the American Way,PFAW,KTAZ,50
2018,,Non-Candidate Issue Ads,INVEST IN EDUCATION COMMITTEE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/INVEST IN EDUCATION COMMITTEE,,KTAZ,,INVEST IN EDUCATION COMMITTEE,INVEST IN EDUCATION COMMITTEE,KTAZ,32
2018,,Non-Candidate Issue Ads,LATINO VOTE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE,,KTAZ,,LATINO VOTE,LATINO VOTE,KTAZ,38
2018,,Non-Candidate Issue Ads,WOMEN VOTE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE,,KTAZ,,WOMEN VOTE,WOMEN VOTE,KTAZ,65
2018,,Non-Candidate Issue Ads,AZ EDUCATION ASSOCIATION,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION ASSOCIATION,,KTAZ,,ARIZONA EDUCATION ASSOCIATION,Arizona Education Association,KNXV-TV,7
2018,,Non-Candidate Issue Ads,ACLU,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/Non-Candidate Issue Ads/ACLU,,KTAZ,,American Civil Liberties Union,ACLU AZ,KNXV-TV,4
2018,,State,DOUG DUCEY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/State/DOUG DUCEY,,KTAZ,,DOUG DUCEY,D DUCEY AZRP,KASW,16
2018,,State,DAVID GARCIA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTAZ/Political Files/2018/State/DAVID GARCIA,,KTAZ,,DAVID GARCIA,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,Federal,DSCC SINEMA FOR ARIZONA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US Senate/DSCC SINEMA FOR ARIZONA,Senate,KTVK,Democrat,SINEMA,Kyrsten Sinema,KASW,37
2018,,Federal,MCSALLY FOR US SENATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US Senate/MCSALLY FOR US SENATE,Senate,KTVK,,MCSALLY,McSally for Senate,KASW,44
2018,,Federal,SINEMA FOR ARIZONA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US Senate/SINEMA FOR ARIZONA,,KTVK,,SINEMA,Kyrsten Sinema,KASW,37
2018,,Federal,NRSC MCSALLY FOR US SENATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US Senate/NRSC MCSALLY FOR US SENATE,Senate,KTVK,Republican,MCSALLY,McSally for Senate,KASW,44
2018,AZ 07,Federal,RUBEN GALLEGO US CONGRESS AZ-07,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 07,House,KTVK,,RUBEN GALLEGO  07,GallegoDemocratCongress,KNXV-TV,25
2018,AZ 09,Federal,GREG STANTON D CONGRESS AZ 09,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 09,House,KTVK,Democrat,GREG STANTON  09,Greg Stanton for Congress,KASW,28
2018,AZ 09,Federal,STEVE FERRARA FOR CONGRESS AZ 09,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 09,House,KTVK,,STEVE FERRARA    09,STEVE FERRARA FOR CONGRESS AZ 09,KTVK,53
2018,AZ 01,Federal,TIFFANY SHEDD FOR CONGRESS R AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,House,KTVK,Republican,TIFFANY SHEDD   01,TIFFANY SHEDD FOR US CONGRESS AS-1,KPHO-TV,58
2018,AZ 01,Federal,DCCC T OHALLERAN FOR US CONGRESS AZ-1,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,House,KTVK,Democrat,T OHALLERAN   1,DCCC T OHALLERAN AZ-1,KASW,57
2018,AZ 01,Federal,WENDY ROGERS FOR US CONGRESS AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,House,KTVK,,WENDY ROGERS   01,WENDY ROGERS FOR US CONGRESS AZ-1,KPHO-TV,64
2018,AZ 01,Federal,TOM OHALLERAN FOR CONGRESS D AZ 01,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 01,House,KTVK,Democrat,TOM OHALLERAN   01,DCCC T OHALLERAN AZ-1,KASW,57
2018,AZ 08,Federal,D LESKO R CONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,House,KTVK,Republican,D LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,AZ 08,Federal,D LESKO NRCC R CONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,House,KTVK,Republican,D LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,AZ 08,Federal,LESKO FOR CONGRESS - AZ REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,House,KTVK,Republican,LESKO,NRCC Lesko for Congress,KNXV-TV,39
2018,AZ 08,Federal,HIRAL TIPRNENI DCONGRESS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Federal/US House/AZ 08,House,KTVK,,HIRAL TIPRNENI D,HIRAL TIPRNENI DCONGRESS,KTVK,29
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,House,KTVK,Republican,NRCC   ARIZONA 08,NRCC - AZ 08,KTVK,46
2018,,Non-Candidate Issue Ads,WORKING FAMILIES,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,,KTVK,,WORKING FAMILIES,Working Families Party IE,KNXV-TV,67
2018,,Non-Candidate Issue Ads,DEFEND ARIZONA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DEFEND ARIZONA,,KTVK,,DEFEND ARIZONA,Defend AZ,KASW,19
2018,,Non-Candidate Issue Ads,TAX MARCH,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KTVK,,TAX MARCH,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,RED AND GOLD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KTVK,,RED AND GOLD,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,,KTVK,,VOTE VETS ACTION FUND   MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,,KTVK,,PATRIOT MAJORITY USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KTVK,,MAJORITY FORWARD,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,ONE NATION,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KTVK,,ONE NATION,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KTVK,Republican,Republican Governors Association ARIZONA PAC,Republican Governors Association,KASW,52
2018,,Non-Candidate Issue Ads,AZ REPUBLICAN PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ REPUBLICAN PARTY,,KTVK,Republican,ARIZONA REPUBLICAN PARTY,Arizona Republican Party,KASW,8
2018,,Non-Candidate Issue Ads,AZ EDUCATION PROJECT,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ EDUCATION PROJECT,,KTVK,,ARIZONA EDUCATION PROJECT,ARIZONA EDUCATION PROJECT,KPHO-TV,3
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KTVK,,MAJORITY FORWARD VOTE VETS PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK,,US CHAMBER OF COMMERCE,US Chamber of Commerce,KNXV-TV,62
2018,,Non-Candidate Issue Ads,DSCC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DSCC-IE,Senate,KTVK,Democrat,DSCC IE,DSCC,KASW,17
2018,,Non-Candidate Issue Ads,NRSC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KTVK,Republican,NRSC,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,AFSCME PEOPLE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AFSCME PEOPLE,,KTVK,,AFSCME PEOPLE,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,AZ FOR FREEDOM,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/AZ FOR FREEDOM,,KTVK,,ARIZONA FOR FREEDOM,Arizona for Freedom,KNXV-TV,9
2018,,Non-Candidate Issue Ads,HOUSE MAJORITY PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/HOUSE MAJORITY PAC,House,KTVK,,HOUSE MAJORITY PAC,House Majority,KASW,31
2018,,Non-Candidate Issue Ads,DCCC,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/DCCC,House,KTVK,Democrat,Democratic Congressional Campaign Committee,DCCC,KASW,21
2018,,Non-Candidate Issue Ads,NRSC IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KTVK,Republican,NRSC,NRSC,KASW,47
2018,,State,KATE GALLEGO FOR PHOENIX MAYOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATE GALLEGO FOR PHOENIX MAYOR,Mayor,KTVK,,KATE GALLEGO,Gallego for Mayor,KASW,24
2018,,State,AZ DEMS ON BEHALF OF KATIE HOBBS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ DEMS ON BEHALF OF KATIE HOBBS,,KTVK,Democrat,ON  KATIE HOBBS,Katie Hobbs for Secretary of State,KASW,36
2018,,State,D DUCEY AZRP,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/D DUCEY AZRP,,KTVK,Republican,D DUCEY,D DUCEY AZRP,KASW,16
2018,,State,MARK MANOIL D  AZ STATE TREASURER,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/MARK MANOIL D  AZ STATE TREASURER,State Treasurer,KTVK,Democrat,MARK MANOIL,Manoil Democrat State Treasurer - PRIMARY ELECTION,KNXV-TV,42
2018,,State,KATIE HOBBS SEC OF STATE AZ DEM PARTY,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATIE HOBBS SEC OF STATE AZ DEM PARTY,Secretary of State,KTVK,Democrat,KATIE HOBBS,Katie Hobbs for Secretary of State,KASW,36
2018,,State,STEVE GAYNOR FOR AZ SEC OF STATE,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/STEVE GAYNOR FOR AZ SEC OF STATE,Secretary of State,KTVK,,STEVE GAYNOR,Gaynor for AZ Secretary of State - GENERAL ELECTION,KNXV-TV,27
2018,,State,AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ REP PARTY FOR MARCK BRNOVICH ATY GENERAL,Attorney General,KTVK,Republican,MARCK BRNOVICH,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,DAVID GARCIA D GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/DAVID GARCIA D GOV AZ,Governor,KTVK,Democrat,DAVID GARCIA,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,State,DAVID VALENZUELA FOR PHX MAYOR,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/DAVID VALENZUELA FOR PHX MAYOR,Mayor,KTVK,,DAVID VALENZUELA,Valenzuela Democrat Mayor,KNXV-TV,63
2018,,State,AZ DEM PARTY JANUARY CONTRERAS,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/AZ DEM PARTY JANUARY CONTRERAS,,KTVK,Democrat,JANUARY CONTRERAS,Arizona Democratic Party - Contreras for Attorney General - GENERAL ELECTION,KNXV-TV,15
2018,,State,MARK BRNOVICH R ATTORNEY GENERAL,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/MARK BRNOVICH R ATTORNEY GENERAL,Attorney General,KTVK,Republican,MARK BRNOVICH,Arizona Republican Party - Mark Brnovich for AZ,KNXV-TV,43
2018,,State,STEVE FARLEY D GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/STEVE FARLEY D GOV AZ,Governor,KTVK,Democrat,STEVE FARLEY,Farley for Governor - PRIMARY ELECTION,KNXV-TV,22
2018,,State,D DUCEY R GOV AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/D DUCEY R GOV AZ,Governor,KTVK,Republican,D DUCEY,D DUCEY AZRP,KASW,16
2018,,State,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVK/Political Files/2018/State/KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,Superintendent of Public Instruction,KTVK,,KATHY HOFFMAN  OF PUBLIC INSTRUCTION,KATHY HOFFMAN STATE SUPERINTENDENT OF PUBLIC INSTRUCTION,KTVK,33
2018,,Federal,American Civil Liberties Union Inc - ACLU AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Federal/US Senate/American Civil Liberties Union Inc - ACLU AZ,,KTVW-DT,,American Civil Liberties Union Inc   ACLU,American Civil Liberties Union Inc - ACLU AZ,KTVW-DT,5
2018,,Federal,Sinema for Arizona - US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Federal/US Senate/Sinema for Arizona - US Senate,Senate,KTVW-DT,,Sinema,Kyrsten Sinema,KASW,37
2018,,Non-Candidate Issue Ads,cult Insights- Mi Familia Vota,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/cult Insights- Mi Familia Vota,,KTVW-DT,,cult Insights  Mi Familia Vota,cult Insights- Mi Familia Vota,KTVW-DT,69
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,,KTVW-DT,,Tom Steyer  Impeach Trump,Tom Steyer- Impeach Trump,KTVW-DT,60
2018,,Non-Candidate Issue Ads,KTVW Latino Vote,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/KTVW Latino Vote,,KTVW-DT,,KTVW Latino Vote,LATINO VOTE,KTAZ,38
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,,KTVW-DT,,People for the American Way  KTVW,PFAW,KTAZ,50
2018,,State,Women Vote,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/Women Vote,,KTVW-DT,,Women Vote,Women Vote,KTVW-DT,66
2018,,State,KTVW AZ Education Assoc-Teacher Walkout,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW AZ Education Assoc-Teacher Walkout,,KTVW-DT,,KTVW  Education Assoc Teacher Walkout,KTVW AZ Education Assoc-Teacher Walkout,KTVW-DT,34
2018,,State,KTVW  David Garcia for AZ GOV of AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW  David Garcia for AZ GOV of AZ,Governor,KTVW-DT,,KTVW  David Garcia    of,Garcia for Governor - GENERAL ELECTION,KNXV-TV,26
2018,,State,KTVW Doug Ducey for GOV of AZ  2018,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW Doug Ducey for GOV of AZ  2018,Governor,KTVW-DT,,KTVW Doug Ducey   of,D DUCEY AZRP,KASW,16
2018,,State,KTVW- Sears for AZ,/home/andrew/Documents/PredictiveModeling/TV/stations/KTVW-DT/Political Files/2018/State/KTVW- Sears for AZ,,KTVW-DT,,KTVW  Sears,KTVW- Sears for AZ,KTVW-DT,35
2018,,Federal,DSCC - Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/DSCC - Sinema For Arizona,Senate,KUTP,Democrat,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,Sinema For Arizona,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/Sinema For Arizona,,KUTP,,Sinema,Kyrsten Sinema,KASW,37
2018,,Federal,McSally for US Senate,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US Senate/McSally for US Senate,Senate,KUTP,,McSally,McSally for Senate,KASW,44
2018,,Federal,DCCC - Tom OHalleran For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/DCCC - Tom OHalleran For Congress,House,KUTP,Democrat,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,Stanton For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Stanton For Congress,House,KUTP,,Stanton,Greg Stanton for Congress,KASW,28
2018,,Federal,Hiral Tipirneni,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Hiral Tipirneni,,KUTP,,Hiral Tipirneni,HIRAL TIPRNENI DCONGRESS,KTVK,29
2018,,Federal,Tom OHalleran for Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/Tom OHalleran for Congress,House,KUTP,,Tom OHalleran,DCCC T OHALLERAN AZ-1,KASW,57
2018,,Federal,NRCC - Lesko For Congress,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Federal/US House/NRCC - Lesko For Congress,House,KUTP,Republican,Lesko,NRCC Lesko for Congress,KNXV-TV,39
2018,,Non-Candidate Issue Ads,45 Committee,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/45 Committee,,KUTP,,45 Committee,45 Committe PAC,KASW,1
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KUTP,,Majority Forward  Vote Vets PAC,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,AFSCME People,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/AFSCME People,,KUTP,,AFSCME People,AFSCME People Pac,KASW,2
2018,,Non-Candidate Issue Ads,Tax March,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KUTP,,Tax March,Tax March,KASW,59
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KUTP,,US Chamber of Commerce,US Chamber of Commerce,KNXV-TV,62
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,,KUTP,,Patriot Majority USA,Patriot Majority,KASW,49
2018,,Non-Candidate Issue Ads,NRSC-IE,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KUTP,Republican,NRSC IE,NRSC,KASW,47
2018,,Non-Candidate Issue Ads,One Nation,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KUTP,,One Nation,One Nation,KASW,48
2018,,Non-Candidate Issue Ads,Red and Gold,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KUTP,,Red and Gold,Red and Gold,KASW,51
2018,,Non-Candidate Issue Ads,Arizona For Freedom,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona For Freedom,,KUTP,,Arizona For Freedom,Arizona for Freedom,KNXV-TV,9
2018,,Non-Candidate Issue Ads,Vote Vets - Majority Forward,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward,,KUTP,,Vote Vets   Majority Forward,MAJORITY FORWARD-VOTE VETS ACTION FUND,KPHO-TV,41
2018,,Non-Candidate Issue Ads,Arizona Education Association,/home/andrew/Documents/PredictiveModeling/TV/stations/KUTP/Political Files/2018/Non-Candidate Issue Ads/Arizona Education Association,,KUTP,,Arizona Education Association,Arizona Education Association,KNXV-TV,7
