Cycle,District,Jurisdiction,Name,Path,Race,Station,NameSimpl,Party
2018,,Local,Kate Gallego For Phoenix - Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Local/Kate Gallego For Phoenix - Mayor,Mayor,KSAZ-TV,Kate Gallego,Democrat
2018,,Non-Candidate Issue Ads,KTVW Latino Vote,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/KTVW Latino Vote,GOTV,KTVW-DT,KTVW Latino Vote,Vote
2018,,Non-Candidate Issue Ads,LATINO VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE,GOTV,KTAZ,LATINO VOTE,Vote
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,Senate,KTVK,MAJORITY FORWARD,Democrat
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,Senate,KPHO-TV,MAJORITY FORWARD,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,Senate,KNXV-TV,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,Senate,KUTP,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,Senate,KASW,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,Senate,KSAZ-TV,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,Senate,KAZT-TV,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018,Senate,KPNX,Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,Senate,KUTP,Majority Forward  Vote Vets PAC,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,Senate,KSAZ-TV,Majority Forward  Vote Vets PAC,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward and Vote Vets Action Plan,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward and Vote Vets Action Plan,Senate,KNXV-TV,Majority Forward and Vote Vets Action Plan,Democrat
2018,,Non-Candidate Issue Ads,Majority Forward-Vote Vets 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018,Senate,KPNX,Majority Forward Vote Vets,Democrat
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD-VOTE VETS ACTION FUND,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD-VOTE VETS ACTION FUND,Senate,KPHO-TV,MAJORITY FORWARD VOTE VETS ACTION FUND,Democrat
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,Senate,KPHO-TV,MAJORITY FORWARD VOTE VETS PAC,Democrat
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,Senate,KTVK,MAJORITY FORWARD VOTE VETS PAC,Democrat
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,House,KTVK,NRCC   ARIZONA 08,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KSAZ-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC IE,House,KNXV-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KPHO-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018,House,KPNX,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KSAZ-TV,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KASW,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KTVK,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KUTP,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,National Republican Senatorial Committee-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE,Senate,KAZT-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KNXV-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KTVK,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KSAZ-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KPHO-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018,Senate,KPNX,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,Senate,KPHO-TV,ONE NATION,Republican
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,Senate,KTVK,ONE NATION,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation,Senate,KASW,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation,Senate,KUTP,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,Senate,KAZT-TV,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,Senate,KSAZ-TV,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018,Senate,KPNX,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation AZ,Senate,KNXV-TV,One Nation ARIZONA,Republican
2018,,Non-Candidate Issue Ads,Patriot Majority,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority,Senate,KASW,Patriot Majority,Democrat
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KSAZ-TV,PATRIOT MAJORITY USA,Democrat
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KTVK,PATRIOT MAJORITY USA,Democrat
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KPHO-TV,PATRIOT MAJORITY USA,Democrat
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KUTP,Patriot Majority USA,Democrat
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KNXV-TV,Patriot Majority USA,Democrat
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KAZT-TV,Patriot Majority USA,Democrat
2018,,Non-Candidate Issue Ads,Patriot Majority USA 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018,Senate,KPNX,Patriot Majority USA,Democrat
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,Governor,KTVW-DT,People for the American Way  KTVW,Democrat
2018,,Non-Candidate Issue Ads,PFAW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW,Governor,KTAZ,PFAW,Democrat
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,Senate,KTVK,RED AND GOLD,Democrat
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,Senate,KPHO-TV,RED AND GOLD,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,Senate,KNXV-TV,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,Senate,KSAZ-TV,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,Senate,KAZT-TV,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,Senate,KASW,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,Senate,KUTP,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Red and Gold 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018,Senate,KPNX,Red and Gold,Democrat
2018,,Non-Candidate Issue Ads,Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association,Governor,KASW,Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association,Governor,KNXV-TV,Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,RGA - Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/RGA - Republican Governors Association,Governor,KSAZ-TV,RGA   Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KPHO-TV,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KAZT-TV,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KTVK,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA Arizona PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/RGA Arizona PAC,Governor,KNXV-TV,RGA Arizona PAC,Republican
2018,,Non-Candidate Issue Ads,Save Native American Families 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018,Prop 127,KPNX,Save Native American Families,No
2018,,Non-Candidate Issue Ads,Save Native American Families - No on Prop 127,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families - No on Prop 127,Prop 127,KNXV-TV,Save Native American Families   No on Prop 127,No
2018,,Non-Candidate Issue Ads,Senate Majority,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority,Senate,KASW,Senate Majority,Democrat
2018,,Non-Candidate Issue Ads,SENATE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/SENATE MAJORITY PAC,Senate,KPHO-TV,SENATE MAJORITY PAC,Democrat
2018,,Non-Candidate Issue Ads,Senate Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Senate Majority PAC,Senate,KNXV-TV,Senate Majority PAC,Democrat
2018,,Non-Candidate Issue Ads,Senate Majority Pac 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018,Senate,KPNX,Senate Majority Pac,Democrat
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,Tax Returns,KSAZ-TV,TAX MARCH,Release Those Returns
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,Tax Returns,KPHO-TV,TAX MARCH,Release Those Returns
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,Tax Returns,KTVK,TAX MARCH,Release Those Returns
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,Tax Returns,KNXV-TV,Tax March,Release Those Returns
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,Tax Returns,KAZT-TV,Tax March,Release Those Returns
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March,Tax Returns,KUTP,Tax March,Release Those Returns
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March,Tax Returns,KASW,Tax March,Release Those Returns
2018,,Non-Candidate Issue Ads,Tax March 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018,Tax Returns,KPNX,Tax March,Release Those Returns
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,Impeachment,KTVW-DT,Tom Steyer  Impeach Trump,Impeach
2018,,Non-Candidate Issue Ads,Tom Steyer Issue Campaign,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer Issue Campaign,Impeachment,KSAZ-TV,Tom Steyer Issue Campaign,Impeach
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,Senate,KTVK,US CHAMBER OF COMMERCE,Democrat
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,Senate,KPHO-TV,US CHAMBER OF COMMERCE,Democrat
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,Senate,KSAZ-TV,US Chamber of Commerce,Democrat
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,Senate,KUTP,US Chamber of Commerce,Democrat
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,Senate,KNXV-TV,US Chamber of Commerce,Democrat
2018,,Non-Candidate Issue Ads,US Chamber of Commerce 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018,Senate,KPNX,US Chamber of Commerce,Democrat
2018,,Local,Valenzuela Democrat Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Local/Valenzuela Democrat Mayor,Mayor,KNXV-TV,Valenzuela,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward,Senate,KUTP,Vote Vets   Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund,Senate,KASW,Vote Vets Action Fund,Democrat
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,Senate,KTVK,VOTE VETS ACTION FUND   MAJORITY FORWARD,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,Senate,KSAZ-TV,Vote Vets Action Fund   Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,Senate,KAZT-TV,Vote Vets Action Fund   Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC,Senate,KAZT-TV,Vote Vets PAC,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets PAC-Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC-Majority Forward,Senate,KAZT-TV,Vote Vets PAC Majority Forward,Democrat
2018,,Non-Candidate Issue Ads,WOMEN VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE,Senate,KTAZ,WOMEN VOTE,Democrat
2018,8,Non-Candidate Issue Ads,WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,House,KTVK,WORKING FAMILIES,Democrat
2018,8,Non-Candidate Issue Ads,Working Families Party IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE,House,KNXV-TV,Working Families Party IE,Democrat
2018,8,Non-Candidate Issue Ads,Working Families Party IE Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE Committee,House,KSAZ-TV,Working Families Party IE Committee,Democrat
2018,8,Non-Candidate Issue Ads,Working Families Party Ind Expenditure Committee 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018,House,KPNX,Working Families Party Ind Expenditure Committee,Democrat
2018,8,Non-Candidate Issue Ads,WORKING FAMLIES PARTY IC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMLIES PARTY IC,House,KPHO-TV,WORKING FAMLIES PARTY IC,Democrat
2018,,Non-Candidate Issue Ads,Yes For Ed AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Yes For Ed AZ,Prop 305,KAZT-TV,Yes For Ed ARIZONA,Yes