Cycle,District,Jurisdiction,Name,Path,Race,Station,NameSimpl,Party
2018,,Non-Candidate Issue Ads,LATINO VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/LATINO VOTE,,KTAZ,LATINO VOTE,
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KTVK,MAJORITY FORWARD,
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD,,KPHO-TV,MAJORITY FORWARD,
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD-VOTE VETS ACTION FUND,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD-VOTE VETS ACTION FUND,,KPHO-TV,MAJORITY FORWARD VOTE VETS ACTION FUND,
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KPHO-TV,MAJORITY FORWARD VOTE VETS PAC,
2018,,Non-Candidate Issue Ads,MAJORITY FORWARD VOTE VETS PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/MAJORITY FORWARD VOTE VETS PAC,,KTVK,MAJORITY FORWARD VOTE VETS PAC,
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KNXV-TV,Majority Forward,
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KUTP,Majority Forward,
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KASW,Majority Forward,
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KSAZ-TV,Majority Forward,
2018,,Non-Candidate Issue Ads,Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward,,KAZT-TV,Majority Forward,
2018,,Non-Candidate Issue Ads,Majority Forward 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward 2018,,KPNX,Majority Forward ,
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KUTP,Majority Forward  Vote Vets PAC,
2018,,Non-Candidate Issue Ads,Majority Forward  Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward  Vote Vets PAC,,KSAZ-TV,Majority Forward  Vote Vets PAC,
2018,,Non-Candidate Issue Ads,Majority Forward-Vote Vets 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Majority Forward-Vote Vets 2018,,KPNX,Majority Forward Vote Vets ,
2018,,Non-Candidate Issue Ads,Majority Forward and Vote Vets Action Plan,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Majority Forward and Vote Vets Action Plan,,KNXV-TV,Majority Forward and Vote Vets Action Plan,
2018,,Non-Candidate Issue Ads,NRCC - AZ 08,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRCC - AZ 08,House,KTVK,NRCC   ARIZONA 08,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KSAZ-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC IE,House,KNXV-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE,House,KPHO-TV,NRCC IE,Republican
2018,,Non-Candidate Issue Ads,NRCC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRCC-IE 2018,House,KPNX,NRCC IE ,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KSAZ-TV,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KASW,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC,Senate,KTVK,NRSC,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KUTP,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,National Republican Senatorial Committee-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/National Republican Senatorial Committee-IE,Senate,KAZT-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KNXV-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KTVK,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE,Senate,KSAZ-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/NRSC IE,Senate,KPHO-TV,NRSC IE,Republican
2018,,Non-Candidate Issue Ads,NRSC-IE 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/NRSC-IE 2018,Senate,KPNX,NRSC IE ,Republican
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KPHO-TV,ONE NATION,Republican
2018,,Non-Candidate Issue Ads,ONE NATION,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/ONE NATION,,KTVK,ONE NATION,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KASW,One Nation,
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KUTP,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KAZT-TV,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation,,KSAZ-TV,One Nation,Republican
2018,,Non-Candidate Issue Ads,One Nation 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/One Nation 2018,,KPNX,One Nation ,Republican
2018,,Non-Candidate Issue Ads,One Nation AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/One Nation AZ,,KNXV-TV,One Nation ARIZONA,Republican
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KSAZ-TV,PATRIOT MAJORITY USA,
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KTVK,PATRIOT MAJORITY USA,
2018,,Non-Candidate Issue Ads,PATRIOT MAJORITY USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/PATRIOT MAJORITY USA,Senate,KPHO-TV,PATRIOT MAJORITY USA,
2018,,Non-Candidate Issue Ads,PFAW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/PFAW,,KTAZ,PFAW,
2018,,Non-Candidate Issue Ads,Patriot Majority,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority,Senate,KASW,Patriot Majority,
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KUTP,Patriot Majority USA,
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KNXV-TV,Patriot Majority USA,
2018,,Non-Candidate Issue Ads,Patriot Majority USA,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA,Senate,KAZT-TV,Patriot Majority USA,
2018,,Non-Candidate Issue Ads,Patriot Majority USA 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Patriot Majority USA 2018,Senate,KPNX,Patriot Majority USA ,
2018,,Non-Candidate Issue Ads,People for the American Way -KTVW,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/People for the American Way -KTVW,,KTVW-DT,People for the American Way  KTVW,
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KTVK,RED AND GOLD,
2018,,Non-Candidate Issue Ads,RED AND GOLD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RED AND GOLD,,KPHO-TV,RED AND GOLD,
2018,,Non-Candidate Issue Ads,RGA - Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/RGA - Republican Governors Association,Governor,KSAZ-TV,RGA   Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,RGA ARIZONA PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/RGA ARIZONA PAC,Governor,KPHO-TV,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KAZT-TV,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA AZ PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/RGA AZ PAC,Governor,KTVK,RGA ARIZONA PAC,Republican
2018,,Non-Candidate Issue Ads,RGA Arizona PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/RGA Arizona PAC,Governor,KNXV-TV,RGA Arizona PAC,Republican
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KNXV-TV,Red and Gold,
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KSAZ-TV,Red and Gold,
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KAZT-TV,Red and Gold,
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KASW,Red and Gold,
2018,,Non-Candidate Issue Ads,Red and Gold,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Red and Gold,,KUTP,Red and Gold,
2018,,Non-Candidate Issue Ads,Red and Gold 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Red and Gold 2018,,KPNX,Red and Gold ,
2018,,Non-Candidate Issue Ads,Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association,Governor,KASW,Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,Republican Governors Association,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Republican Governors Association,Governor,KNXV-TV,Republican Governors Association,Republican
2018,,Non-Candidate Issue Ads,SENATE MAJORITY PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/SENATE MAJORITY PAC,Senate,KPHO-TV,SENATE MAJORITY PAC,
2018,,Non-Candidate Issue Ads,Save Native American Families 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families 2018,,KPNX,Save Native American Families ,
2018,,Non-Candidate Issue Ads,Save Native American Families - No on Prop 127,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Save Native American Families - No on Prop 127,,KNXV-TV,Save Native American Families   No on Prop 127,
2018,,Non-Candidate Issue Ads,Senate Majority,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Senate Majority,Senate,KASW,Senate Majority,
2018,,Non-Candidate Issue Ads,Senate Majority PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Senate Majority PAC,Senate,KNXV-TV,Senate Majority PAC,
2018,,Non-Candidate Issue Ads,Senate Majority Pac 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Senate Majority Pac 2018,Senate,KPNX,Senate Majority Pac ,
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KSAZ-TV,TAX MARCH,
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KPHO-TV,TAX MARCH,
2018,,Non-Candidate Issue Ads,TAX MARCH,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/TAX MARCH,,KTVK,TAX MARCH,
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KNXV-TV,Tax March,
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KAZT-TV,Tax March,
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KUTP,Tax March,
2018,,Non-Candidate Issue Ads,Tax March,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Tax March,,KASW,Tax March,
2018,,Non-Candidate Issue Ads,Tax March 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Tax March 2018,,KPNX,Tax March ,
2018,,Non-Candidate Issue Ads,Tom Steyer- Impeach Trump,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer- Impeach Trump,,KTVW-DT,Tom Steyer  Impeach Trump,
2018,,Non-Candidate Issue Ads,Tom Steyer Issue Campaign,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Tom Steyer Issue Campaign,,KSAZ-TV,Tom Steyer Issue Campaign,
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KTVK,US CHAMBER OF COMMERCE,
2018,,Non-Candidate Issue Ads,US CHAMBER OF COMMERCE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/US CHAMBER OF COMMERCE,,KPHO-TV,US CHAMBER OF COMMERCE,
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KSAZ-TV,US Chamber of Commerce,
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KUTP,US Chamber of Commerce,
2018,,Non-Candidate Issue Ads,US Chamber of Commerce,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce,,KNXV-TV,US Chamber of Commerce,
2018,,Non-Candidate Issue Ads,US Chamber of Commerce 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/US Chamber of Commerce 2018,,KPNX,US Chamber of Commerce ,
2018,,Non-Candidate Issue Ads,VOTE VETS ACTION FUND - MAJORITY FORWARD,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/VOTE VETS ACTION FUND - MAJORITY FORWARD,,KTVK,VOTE VETS ACTION FUND   MAJORITY FORWARD,
2018,,Local,Valenzuela Democrat Mayor,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Local/Valenzuela Democrat Mayor,Mayor,KNXV-TV,Valenzuela,Democrat
2018,,Non-Candidate Issue Ads,Vote Vets - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KUTP/Political Files/2018/Non-Candidate Issue Ads/Vote Vets - Majority Forward,,KUTP,Vote Vets   Majority Forward,
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KASW/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund,,KASW,Vote Vets Action Fund,
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KSAZ-TV,Vote Vets Action Fund   Majority Forward,
2018,,Non-Candidate Issue Ads,Vote Vets Action Fund - Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets Action Fund - Majority Forward,,KAZT-TV,Vote Vets Action Fund   Majority Forward,
2018,,Non-Candidate Issue Ads,Vote Vets PAC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC,,KAZT-TV,Vote Vets PAC,
2018,,Non-Candidate Issue Ads,Vote Vets PAC-Majority Forward,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Vote Vets PAC-Majority Forward,,KAZT-TV,Vote Vets PAC Majority Forward,
2018,,Non-Candidate Issue Ads,WOMEN VOTE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTAZ/Political Files/2018/Non-Candidate Issue Ads/WOMEN VOTE,,KTAZ,WOMEN VOTE,
2018,,Non-Candidate Issue Ads,WORKING FAMILIES,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVK/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMILIES,,KTVK,WORKING FAMILIES,
2018,,Non-Candidate Issue Ads,WORKING FAMLIES PARTY IC,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPHO-TV/Political Files/2018/Non-Candidate Issue Ads/WORKING FAMLIES PARTY IC,,KPHO-TV,WORKING FAMLIES PARTY IC,
2018,,Non-Candidate Issue Ads,Working Families Party IE,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KNXV-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE,,KNXV-TV,Working Families Party IE,
2018,,Non-Candidate Issue Ads,Working Families Party IE Committee,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KSAZ-TV/Political Files/2018/Non-Candidate Issue Ads/Working Families Party IE Committee,,KSAZ-TV,Working Families Party IE Committee,
2018,,Non-Candidate Issue Ads,Working Families Party Ind Expenditure Committee 2018,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KPNX/Political Files/2018/Non-Candidate Issue Ads/Working Families Party Ind Expenditure Committee 2018,,KPNX,Working Families Party Ind Expenditure Committee ,
2018,,Non-Candidate Issue Ads,Yes For Ed AZ,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KAZT-TV/Political Files/2018/Non-Candidate Issue Ads/Yes For Ed AZ,,KAZT-TV,Yes For Ed ARIZONA,
2018,,Non-Candidate Issue Ads,cult Insights- Mi Familia Vota,/media/andrew/F08C9B848C9B444E/analysis/tv/buys/KTVW-DT/Political Files/2018/Non-Candidate Issue Ads/cult Insights- Mi Familia Vota,,KTVW-DT,cult Insights  Mi Familia Vota,
